  1.3424968485E-03  2.6849888579E-03  2.7584545982E-03
  1.3435012551E-03  2.6869976601E-03  2.7605183642E-03
  1.3445064130E-03  2.6890079652E-03  2.7625836741E-03
  1.3455123231E-03  2.6910197743E-03  2.7646505292E-03
  1.3465189856E-03  2.6930330885E-03  2.7667189307E-03
  1.3475264014E-03  2.6950479090E-03  2.7687888796E-03
  1.3485345708E-03  2.6970642369E-03  2.7708603772E-03
  1.3495434945E-03  2.6990820733E-03  2.7729334245E-03
  1.3505531731E-03  2.7011014194E-03  2.7750080229E-03
  1.3515636071E-03  2.7031222763E-03  2.7770841733E-03
  1.3525747970E-03  2.7051446450E-03  2.7791618770E-03
  1.3535867435E-03  2.7071685269E-03  2.7812411352E-03
  1.3545994470E-03  2.7091939229E-03  2.7833219490E-03
  1.3556129083E-03  2.7112208342E-03  2.7854043195E-03
  1.3566271278E-03  2.7132492619E-03  2.7874882480E-03
  1.3576421060E-03  2.7152792073E-03  2.7895737356E-03
  1.3586578437E-03  2.7173106713E-03  2.7916607834E-03
  1.3596743412E-03  2.7193436552E-03  2.7937493927E-03
  1.3606915993E-03  2.7213781601E-03  2.7958395646E-03
  1.3617096185E-03  2.7234141871E-03  2.7979313003E-03
  1.3627283993E-03  2.7254517373E-03  2.8000246009E-03
  1.3637479423E-03  2.7274908120E-03  2.8021194676E-03
  1.3647682481E-03  2.7295314122E-03  2.8042159016E-03
  1.3657893173E-03  2.7315735391E-03  2.8063139040E-03
  1.3668111504E-03  2.7336171939E-03  2.8084134761E-03
  1.3678337479E-03  2.7356623775E-03  2.8105146190E-03
  1.3688571106E-03  2.7377090914E-03  2.8126173338E-03
  1.3698812389E-03  2.7397573364E-03  2.8147216218E-03
  1.3709061334E-03  2.7418071139E-03  2.8168274842E-03
  1.3719317947E-03  2.7438584249E-03  2.8189349220E-03
  1.3729582234E-03  2.7459112706E-03  2.8210439366E-03
  1.3739854200E-03  2.7479656522E-03  2.8231545290E-03
  1.3750133851E-03  2.7500215708E-03  2.8252667005E-03
  1.3760421193E-03  2.7520790275E-03  2.8273804521E-03
  1.3770716231E-03  2.7541380235E-03  2.8294957852E-03
  1.3781018972E-03  2.7561985599E-03  2.8316127009E-03
  1.3791329421E-03  2.7582606380E-03  2.8337312004E-03
  1.3801647584E-03  2.7603242588E-03  2.8358512849E-03
  1.3811973466E-03  2.7623894235E-03  2.8379729554E-03
  1.3822307074E-03  2.7644561332E-03  2.8400962134E-03
  1.3832648414E-03  2.7665243892E-03  2.8422210598E-03
  1.3842997490E-03  2.7685941926E-03  2.8443474960E-03
  1.3853354309E-03  2.7706655445E-03  2.8464755230E-03
  1.3863718877E-03  2.7727384461E-03  2.8486051422E-03
  1.3874091199E-03  2.7748128985E-03  2.8507363546E-03
  1.3884471281E-03  2.7768889029E-03  2.8528691616E-03
  1.3894859129E-03  2.7789664606E-03  2.8550035641E-03
  1.3905254749E-03  2.7810455725E-03  2.8571395636E-03
  1.3915658147E-03  2.7831262400E-03  2.8592771611E-03
  1.3926069328E-03  2.7852084641E-03  2.8614163578E-03
  1.3936488298E-03  2.7872922460E-03  2.8635571550E-03
  1.3946915064E-03  2.7893775869E-03  2.8656995539E-03
  1.3957349630E-03  2.7914644880E-03  2.8678435556E-03
  1.3967792003E-03  2.7935529504E-03  2.8699891613E-03
  1.3978242189E-03  2.7956429753E-03  2.8721363723E-03
  1.3988700193E-03  2.7977345639E-03  2.8742851897E-03
  1.3999166021E-03  2.7998277173E-03  2.8764356148E-03
  1.4009639680E-03  2.8019224366E-03  2.8785876487E-03
  1.4020121175E-03  2.8040187232E-03  2.8807412926E-03
  1.4030610511E-03  2.8061165781E-03  2.8828965479E-03
  1.4041107695E-03  2.8082160026E-03  2.8850534155E-03
  1.4051612733E-03  2.8103169977E-03  2.8872118969E-03
  1.4062125630E-03  2.8124195647E-03  2.8893719931E-03
  1.4072646393E-03  2.8145237047E-03  2.8915337054E-03
  1.4083175027E-03  2.8166294190E-03  2.8936970350E-03
  1.4093711538E-03  2.8187367086E-03  2.8958619832E-03
  1.4104255932E-03  2.8208455748E-03  2.8980285510E-03
  1.4114808215E-03  2.8229560188E-03  2.9001967397E-03
  1.4125368393E-03  2.8250680418E-03  2.9023665506E-03
  1.4135936471E-03  2.8271816448E-03  2.9045379848E-03
  1.4146512456E-03  2.8292968291E-03  2.9067110437E-03
  1.4157096354E-03  2.8314135960E-03  2.9088857282E-03
  1.4167688170E-03  2.8335319465E-03  2.9110620398E-03
  1.4178287911E-03  2.8356518818E-03  2.9132399796E-03
  1.4188895582E-03  2.8377734032E-03  2.9154195489E-03
  1.4199511189E-03  2.8398965118E-03  2.9176007487E-03
  1.4210134738E-03  2.8420212088E-03  2.9197835805E-03
  1.4220766236E-03  2.8441474955E-03  2.9219680454E-03
  1.4231405688E-03  2.8462753729E-03  2.9241541445E-03
  1.4242053099E-03  2.8484048423E-03  2.9263418792E-03
